Symbol,Name,Industry,Rank,Mom,Pe,Pb,Div,Ps
SMI,Semiconductor Manufacturing International Corp,Information Technology,62.9,97.9,28.4,1.36597,,2.0246
SMTC,Semtech Corp,Information Technology,4.1,10.9,49.8,3.37258,,3.81436
SNA,Snap-On Inc,Industrials,67.1,71.8,17.3,3.30573,1.9359,2.49705
SNBR,Sleep Number Corporation,Consumer Discretionary,59.3,81.2,25.1,13.435,,1.04794
SNE,Sony Corp,Consumer Discretionary,80.7,79.2,25.8,2.44337,0.38279,0.83917
SNH,Senior Housing Properties Trust,Real Estate,75.5,21.6,36.5,1.46255,8.14621,4.23531
SNI,Scripps Networks Interactive Inc,Consumer Discretionary,57.2,19.1,17.6,3.98263,1.46628,3.0376
SNN,Smith & Nephew PLC,Health Care,23.5,23.9,18.2,3.73639,1.71875,
SNPS,Synopsys Inc,Information Technology,9,64.7,102.1,4.15104,,4.98903
SNV,Synovus Financial Corp.,Financials,69,78.6,19.9,2.06684,1.20895,4.32074
SO,Southern Co (The),Utilities,33.8,46.1,92.6,2.13568,4.53125,2.26085
SON,Sonoco Products Co,Materials,72.2,60.4,19.7,3.07059,2.91534,1.08935
SORL,SORL Auto Parts Inc,Consumer Discretionary,94.1,99.6,5.8,0.91424,,0.46066
SPB,Spectrum Brands Holdings Inc,Consumer Staples,55.3,40.2,22.9,3.60035,1.4624,1.33954
SPG,Simon Property Group Inc.,Real Estate,32.7,36.2,28.6,13.80611,4.57496,8.53432
SPGI,S&P Global Inc,Financials,12.5,49.9,24.4,50.29487,0.99106,7.24081
SPR,Spirit Aerosystems Holdings Inc,Industrials,45.2,67,29.1,5.53835,0.47478,1.46687
SPWH,Sportsmans Warehouse Holdings Inc,Consumer Discretionary,74.4,84.7,9.7,4.99833,,0.27175
SQM,Sociedad Quimica y Minera de Chile SA Soqimich,Materials,10.2,74.2,35.6,6.5214,2.60563,6.6921
SRC,Spirit Realty Capital Inc,Real Estate,70.8,23.1,95,1.1946,8.43091,5.93348
SRCI,Src energy inc,Energy,49.5,60.8,18.6,1.86908,,6.70404
SRE,Sempra Energy,Utilities,32.6,34.4,26.7,2.28937,2.71923,2.73039
SSNC,SS&C Technologies Holdings Inc,Information Technology,14.9,48,38.8,3.38912,0.67813,5.15623
SSP,Scripps (E.W.) Co (The),Consumer Discretionary,44.3,5.8,69.3,1.33167,,1.32763
SSRM,SSR Mining Inc,Materials,77.3,3.1,15.5,1.02879,,2.12422
SSTK,Shutterstock Inc,Information Technology,17.5,90.7,61.4,4.79115,,2.7519
SSW,Seaspan Corp,Industrials,88.3,4.3,12.9,0.3892,8.51789,0.80787
ST,Sensata Technologies Holding NV,Industrials,29.2,62.7,27.5,3.92036,,2.62572
STAG,STAG Industrial Inc,Real Estate,53.4,30.6,50.8,2.31193,5.01765,8.62352
STAY,Extended Stay America Inc,Consumer Discretionary,77.1,9.6,21.2,2.49135,4.80824,2.65104
STE,STERIS plc,Health Care,17.8,36.6,53,2.5273,1.37839,2.97715
STI,SunTrust Banks Inc.,Financials,83.8,62.8,15.8,1.3011,2.59614,3.11328
STL,Sterling Bancorp,Financials,40.5,66.5,20.4,1.74627,1.10454,5.89241
STLD,Steel Dynamics Inc,Materials,78.4,62.3,17.7,2.93831,1.61039,1.01682
STM,STMicroelectronics NV,Information Technology,26.2,93,32.5,3.92939,1.06101,2.58461
STMP,Stamps.com Inc,Information Technology,9,8.3,21.9,6.26592,,6.49794
STOR,STORE Capital Corp,Real Estate,66.6,32.2,29.2,1.5861,4.80248,10.43975
STRL,Sterling Construction Co Inc,Industrials,24.8,97.7,241,3.33612,,0.51156
STT,State Street Corp,Financials,70.7,35.9,16.4,1.83201,1.76193,3.15743
STWD,Starwood Property Trust Inc,Financials,75.6,22.6,13.1,1.25737,8.85609,6.57388
STX,Seagate Technology Plc,Information Technology,93.9,86.5,14.6,8.9806,6.53527,1.06599
STZ,Constellation Brands Inc,Consumer Staples,10.9,54.5,25.1,5.36766,0.95593,5.72141
SU,Suncor Energy Inc.,Energy,71.2,60.6,16.3,1.58638,2.86233,2.45679
SUI,Sun Communities Inc.,Real Estate,33.6,35.7,126,2.73865,2.87986,7.40444
SUM,Summit Materials Inc,Materials,20.6,38.8,42.7,2.77674,,1.72469
SUPN,Supernus Pharmaceuticals Inc,Health Care,2.8,4.8,34.5,7.6996,,6.91848
SUPV,Grupo Supervielle SA,Financials,43.1,92.2,15.9,2.94709,0.8452,
SWIR,Sierra Wireless Inc,Information Technology,50.5,32.5,30.8,1.84994,,1.06916
SWK,Stanley Black & Decker Inc,Industrials,45.1,78.6,21.3,3.58026,1.48559,2.11807
SWKS,Skyworks Solutions Inc,Information Technology,31.3,26,18.8,4.717,1.22207,5.27874
SWN,Southwestern Energy Co,Energy,84.3,76.3,10.3,1.96002,,1.03968
SXC,SunCoke Energy Inc,Materials,77.7,86.2,142.5,2.48257,,0.56449
SYF,Synchrony Financial,Financials,96.6,76.1,13.6,1.95021,1.67177,1.75684
SYK,Stryker Corp,Health Care,8.3,59.2,33.3,5.60011,1.08974,4.81332
SYNA,Synaptics Inc,Information Technology,52.5,11.4,78.9,1.70716,,0.74416
SYY,Sysco Corp,Consumer Staples,51.4,56.5,26.2,13.47299,2.49437,0.54796
T,AT&T Inc,Telecommunication Services,88.6,21.7,17.5,1.78736,5.38758,1.39031
TA,TravelCenters of America LLC,Consumer Discretionary,95.2,95.8,7.6,0.3073,,0.03054
TACO,Del Taco Restaurants Inc,Consumer Discretionary,48,7.6,21.4,1.2418,,1.00098
TAHO,Tahoe Resources Inc,Materials,81.8,13.9,14,0.52215,,1.70968
TAL,TAL Education Group,Consumer Discretionary,0.1,12.6,111.8,15.66587,,10.11933
TANH,Tantech Holdings Ltd,Materials,29.6,9.5,15.6,0.87298,,
TAP,Molson Coors Brewing Co,Consumer Staples,83.4,7.5,7.7,1.34709,2.09987,1.56842
TBBK,Bancorp Inc (The),Financials,49.1,87.8,159.6,1.5884,,2.8962
TCBI,Texas Capital Bancshares Inc,Financials,25,85.2,23.5,2.23234,,5.01999
TCF,TCF Financial Corp,Financials,75.8,93.7,18,1.51038,1.4771,2.44483
TCMD,Tactile Systems Technology Inc,Health Care,0.3,11.3,89.9,7.68959,,4.99716
TCO,Taubman Centers Inc.,Real Estate,51.6,64.6,55.5,246.98047,4.25967,5.15592
TD,Toronto-Dominion Bank (The),Financials,57.3,46.5,10.5,1.50808,3.2763,2.99875
TDC,Teradata Corp,Information Technology,31.6,81.1,76.9,6.37553,,2.23503
TECD,Tech Data Corp,Information Technology,44.9,8,18.5,1.35449,,0.10927
TECK,Teck Resources Ltd,Materials,89.4,13.4,5.6,0.87516,0.6765,1.40548
TEDU,Tarena International Inc,Consumer Discretionary,17.7,19,26.4,3.17424,1.18606,2.90477
TEF,Telefonica SA,Telecommunication Services,53.3,18.1,20,2.4432,4.51534,0.8667
TEL,TE Connectivity Ltd,Information Technology,58.2,80.2,20,3.40641,1.6942,2.54989
TEN,Tenneco Inc,Consumer Discretionary,65,56.6,17.8,4.77888,1.68322,0.35115
TER,Teradyne Inc.,Information Technology,34.4,68.8,18.6,3.77312,0.69187,3.94077
TGB,Taseko Mines Ltd,Materials,74.6,52.9,10.9,1.56247,,1.62789
TGNA,TEGNA Inc,Consumer Discretionary,88.5,43.6,10.6,4.04878,2.10843,1.24075
TGT,Target Corp,Consumer Discretionary,97.3,57,12.5,2.92542,4.14023,0.47152
THO,Thor Industries Inc.,Consumer Discretionary,82.2,97.3,18.8,4.80452,0.96386,1.03973
TIF,Tiffany & Co.,Consumer Discretionary,34.1,37,26.2,3.7237,2.1164,2.89392
TILE,Interface Inc,Industrials,45.9,93.9,29.3,4.52521,1.04208,1.6005
TJX,TJX Companies Inc (The),Consumer Discretionary,46.3,40.4,20.5,10.28294,1.65453,1.40574
TKC,Turkcell Iletisim Hizmet AS,Telecommunication Services,74.2,30.9,15.3,2.02686,9.76866,1.95737
TKR,Timken Co (The),Industrials,66.3,61.4,19.4,2.72178,2.16433,1.34643
TMHC,Taylor Morrison Home Corp,Consumer Discretionary,96.7,81.7,13.1,1.27142,,0.36309
TMK,Torchmark Corp,Financials,81.3,73.5,19.1,1.98341,0.6753,2.54573
TMO,Thermo Fisher Scientific Inc,Health Care,10.4,35.4,32.6,3.12916,0.31127,3.83048
TMUS,T-Mobile US Inc,Telecommunication Services,46,16.9,23.9,2.5057,,1.26539
TNET,Trinet Group Inc,Industrials,45.2,89.5,23.1,23.60424,,0.95543
TOL,Toll Brothers Inc.,Consumer Discretionary,80.4,92.4,18.7,1.79939,0.6358,1.36951
TOT,TOTAL SA,Energy,93,54.1,17.8,1.28466,4.8122,0.96339
TPC,Tutor Perini Corp,Industrials,75,20.5,12.9,0.7706,,0.25988
TPH,TRI Pointe Group Inc,Consumer Discretionary,72.7,97.5,16.5,1.47945,,1.14273
TPR,Tapestry Inc,Consumer Discretionary,37.9,27.4,25.9,4.03003,3.23819,2.48006
TPRE,Third Point Reinsurance Ltd,Financials,89.1,83.8,9.3,1.08754,,1.9806
TPX,Tempur Sealy International Inc,Consumer Discretionary,36.1,15.6,19.1,37.26392,,1.08971
TRI,Thomson Reuters Corp,Financials,37.3,20.6,30.1,2.48207,3.13138,2.81638
TRIP,TripAdvisor Inc,Consumer Discretionary,6.8,3.5,73,3.39205,,3.14101
TRMB,Trimble Inc,Information Technology,7.9,53.9,55.1,4.13579,,4.18399
TRN,Trinity Industries Inc.,Industrials,85,88,23.6,1.35255,1.45863,1.40076
TRNO,Terreno Realty Corp,Real Estate,36.5,37.8,47.8,2.05553,2.34043,15.00047
TROW,T. Rowe Price Group Inc,Financials,45.3,85.8,16.7,4.50953,2.21531,5.41963
TROX,Tronox Ltd,Materials,31.9,59.9,213.5,3.66439,0.78637,1.51683
TRP,TransCanada Corp,Energy,19.7,17.3,24,2.56177,4.04592,4.07024
TRQ,Turquoise Hill Resources Ltd,Materials,11.6,7.8,27.3,0.6701,,6.5047
TRST,TrustCo Bank Corp NY,Financials,83.5,79.7,19.5,1.97528,2.80749,4.84524
TRU,TransUnion,Industrials,8.6,74.8,42.7,6.95478,,5.43775
TRV,Travelers Companies Inc (The),Financials,95.8,63,15.8,1.56313,2.12436,1.31753
TS,"Tenaris SA, Luxembourg",Energy,25.7,57.9,55.1,1.50138,2.80438,3.6371
TSCO,Tractor Supply Co,Consumer Discretionary,65,71.4,20.3,6.26236,1.58265,1.21268
TSE,Trinseo SA,Materials,76.2,59,11.3,5.65797,1.95122,0.76074
TSEM,Tower Semiconductor Ltd,Information Technology,46.7,76,17.4,3.94468,,2.46955
TSM,Taiwan Semiconductor Manufacturing Co Ltd,Information Technology,36.8,49.4,19.1,4.35364,2.90717,6.75465
TSN,Tyson Foods Inc.,Consumer Staples,86,93.3,17.2,2.86839,1.45897,0.77502
TSS,Total System Services Inc.,Information Technology,19.6,51.3,32.8,5.80831,0.6993,2.85748
TSU,Tim Participacoes SA,Telecommunication Services,51.1,29.4,28.1,1.54135,1.19504,1.69948
TTC,Toro Co (The),Industrials,16.6,45.6,27.4,10.66697,1.0728,2.83438
TTD,Trade Desk Inc (The),Information Technology,0.6,14.4,47.3,9.36509,,7.09455
TTM,Tata Motors Ltd,Consumer Discretionary,23.2,40,22.1,2.57159,,
TTMI,TTM Technologies Inc,Information Technology,85.4,71.5,25.4,1.76153,,0.63088
TTS,Tile Shop Holdings Inc,Consumer Discretionary,48.5,0.1,23.4,2.81542,2.40964,1.2546
TTWO,Take-Two Interactive Software Inc,Information Technology,4,69.7,100.3,8.60092,,6.17362
TU,TELUS Corp,Telecommunication Services,62.2,33.6,17.6,3.24523,4.24825,2.19429
TUP,Tupperware Brands Corp,Consumer Discretionary,60.3,55.3,22.7,13.57974,4.30925,1.41312
TV,Grupo Televisa SAB,Consumer Discretionary,22.8,1.7,39.8,2.28696,0.50331,2.25297
TVTY,Tivity Health Inc,Health Care,25.8,16.1,23.1,5.54071,,2.66281
TWNK,Hostess Brands Inc,Consumer Staples,39.3,44,84,1.47631,,1.83867
TWO,Two Harbors Investment Corp,Financials,83.2,18.7,5.4,0.7921,13,3.00248
TWX,Time Warner Inc,Consumer Discretionary,62,10.9,17.3,2.61438,1.75937,2.32362
TX,Ternium SA,Materials,92.9,16,6.8,1.147,3.5014,0.64952
TXN,Texas Instruments Inc,Information Technology,31.7,77.6,22.6,8.73341,2.54908,6.60539
TXRH,Texas Roadhouse Inc,Consumer Discretionary,31.3,51.6,29.2,4.43507,1.6448,1.67733
TXT,Textron Inc,Industrials,63.2,68.4,23.7,2.52227,0.1436,1.06055
UA,Under Armour Inc,Consumer Discretionary,17.6,2.9,41.2,2.79396,,1.19024
UAA,Under Armour Inc,Consumer Discretionary,15.8,4.5,41.2,2.79396,,1.19024
UAL,United Continental Holdings Inc,Industrials,68.6,33.8,10,2.09127,,0.52004
UBNT,Ubiquiti Networks Inc,Information Technology,13.6,64,21.2,9.31339,,5.91725
UBS,UBS Group AG,Financials,79.7,40.6,16.7,1.15703,3.49628,1.77447
UBSI,United Bankshares Inc,Financials,61,63.3,19.6,1.20781,3.62184,5.07418
UCBI,United Community Banks Inc,Financials,65.9,58,19.3,1.72828,1.39179,4.44889
UCTT,Ultra Clean Holdings Inc,Information Technology,43.6,11.7,10.7,2.54986,,0.82418
UDR,UDR Inc,Real Estate,40,31.1,37,3.76039,3.15281,10.15972
UE,Urban Edge Properties,Real Estate,27,32,26.7,3.13411,3.44423,6.84176
UFPI,Universal Forest Products Inc,Industrials,70.1,95.5,21.7,2.55989,0.86823,0.62554
UFS,Domtar Corp,Materials,99.4,81.4,17.1,1.04749,3.44256,0.59297
UGI,UGI Corp,Utilities,57.8,25.4,19.7,2.68257,2.0404,1.3864
UGP,Ultrapar Participacoes SA,Energy,54.1,12.8,23.1,4.02848,2.54067,0.47866
UHS,Universal Health Services Inc.,Health Care,70.3,27.7,14.9,2.11372,0.36917,1.01547
ULTA,Ulta Beauty Inc,Consumer Discretionary,9.6,28.1,26.1,8.37889,,2.47605
ULTI,Ultimate Software Group Inc (The),Information Technology,0.9,42.9,214.6,11.84183,,6.9605
UMC,United Microelectronics Corp,Information Technology,80.5,33.2,19.6,0.88609,3.22337,1.30578
UMPQ,Umpqua Holdings Corp,Financials,84.6,90.5,21,1.2218,3.25645,3.97172
UNFI,United Natural Foods Inc,Consumer Staples,95.9,96.7,18.6,1.44529,,0.262
UNH,Unitedhealth Group Inc,Health Care,52.9,71.6,25.6,4.88094,1.31481,1.11716
UNM,Unum Group,Financials,96.2,77.7,13.2,1.3445,1.62487,1.14363
UNP,Union Pacific Corp,Industrials,44,82.4,22.1,5.21717,2.10277,4.85332
UNT,Unit Corp,Energy,39.8,95.2,37.5,0.90351,,1.5783
UNVR,Univar Inc,Industrials,20.4,40,127.9,3.89737,,0.50911
UPS,United Parcel Service Inc,Industrials,21.3,46.5,29.6,69.377,2.73364,1.64356
URBN,Urban Outfitters Inc,Consumer Discretionary,70.9,98.5,21,2.62193,,0.98873
URI,United Rentals Inc.,Industrials,49.3,95.7,22.2,6.1002,,2.15791
USAT,USA Technologies Inc,Information Technology,8.9,99.3,842.5,4.2415,,3.44343
USB,U.S. Bancorp,Financials,69.3,51.4,16.3,2.12272,2.17588,3.93101
USCR,US Concrete Inc,Materials,18.7,30.4,106.9,4.77541,,0.99031
USFD,US Foods Holding Corp,Consumer Staples,61.5,45.9,25.1,2.38099,,0.27226
USG,USG Corp,Industrials,50.1,90.9,28.6,2.61653,,1.73933
UTHR,United Therapeutics Corp,Health Care,66,25.7,11.8,2.71341,,3.375
UTX,United Technologies Corp,Industrials,49.7,31.6,18.6,3.24575,2.30548,1.64492
UVE,Universal Insurance Holdings,Financials,98.7,88.1,11.2,2.16193,2.12121,1.26157
V,Visa Inc,Information Technology,5.1,54.6,39.3,9.4011,0.69278,14.09368
VALE,Vale SA,Materials,94.5,21.1,8.2,1.24042,3.11464,1.69573
VAR,Varian Medical Systems Inc,Health Care,8.5,43.4,40.9,6.8545,,3.86049
VEDL,Vedanta Ltd,Materials,75,14.7,15.6,1.90263,6.59536,
VEEV,Veeva Systems Inc,Health Care,0.7,30.8,75.9,11.02798,,13.51599
VFC,V.F. Corp,Consumer Discretionary,35.1,74.9,29.9,7.3101,2.52193,2.49301
VG,Vonage Holdings Corp,Telecommunication Services,17,86.9,128.1,4.56405,,2.29312
VIAB,Viacom Inc,Consumer Discretionary,95.3,25,6.1,1.88831,2.82486,0.85571
VIAV,Viavi Solutions Inc,Information Technology,26.3,15,26.1,2.78789,,2.69043
VIPS,Vipshop Holdings Ltd,Consumer Discretionary,33.9,8.5,18.1,4.1574,,0.5002
VIRT,Virtu Financial Inc,Financials,46.5,11.5,1715,1.72508,5.88957,1.1706
VLO,Valero Energy Corp,Energy,98.1,90,18.2,1.84088,3.27026,0.45888
VLY,Valley National Bancorp,Financials,79.2,47.1,17.4,1.35032,3.69748,3.37149
VMC,Vulcan Materials Co,Materials,7.3,37.6,44,3.54763,0.79586,4.38957
VNO,Vornado Realty Trust,Real Estate,67.4,39,18.4,4.17154,3.09199,6.16777
VNTV,Vantiv Inc,Information Technology,8.4,46.2,51.5,21.83576,,3.10356
VRA,Vera Bradley Inc,Consumer Discretionary,76.3,22.9,30.4,1.13776,,0.68146
VRSK,Verisk Analytics Inc,Industrials,8.8,80.9,35.4,9.48387,,7.66633
VRTX,Vertex Pharmaceuticals Inc,Health Care,0,10.5,183.2,20.35626,,15.72304
VRX,Valeant Pharmaceuticals International Inc,Health Care,96.7,89.1,4.5,1.09607,,0.65066
VSH,Vishay Intertechnology Inc.,Information Technology,79,88.2,31.4,1.97171,1.23288,1.27585
VSLR,Vivint Solar Inc,Industrials,66.5,2.1,8.8,0.68961,,1.64229
VST,Vistra Energy Corp,Utilities,92.8,48.3,0.3,1.16533,,1.42328
VTR,Ventas Inc.,Real Estate,71.3,15.5,19.7,2.12443,4.84299,6.38776
VVC,Vectren Corp,Utilities,37.4,45.7,25.4,3.1636,2.58993,2.18009
VVUS,Vivus Inc,Health Care,38.5,1.6,1.8,191.67753,,0.5016
VZ,Verizon Communications Inc,Telecommunication Services,63.7,46.1,13.1,7.73252,4.63745,1.66828
WAB,Wabtec Corp,Industrials,24.9,55.1,28.9,2.71641,0.62419,2.06636
WAFD,Washington Federal Inc.,Financials,44.4,61.6,17.9,1.51286,1.72414,5.12007
WAGE,WageWorks Inc,Industrials,11.5,54.8,55.3,4.23081,,5.32665
WAL,Western Alliance Bancorporation,Financials,39.2,83.7,19.8,2.86051,,7.2429
WAT,Waters Corp,Health Care,8.5,50.8,29,5.96378,,6.99457
WB,Weibo Corp,Information Technology,0.7,50.6,90.2,23.1832,,24.19918
WBA,Walgreens Boots Alliance Inc,Consumer Staples,69.7,9.6,18.9,2.71227,2.19901,0.65454
WBC,WABCO Holdings Inc,Industrials,10.9,38.5,26.6,8.42622,,2.61536
WBS,Webster Financial Corp,Financials,62.6,87.5,22.4,2.09579,1.81279,4.57401
WBT,Welbilt Inc,Industrials,14.2,66,34.4,71.02923,,2.13785
WCC,WESCO International Inc,Industrials,84.8,93.3,16.8,1.45977,,0.42167
WCG,WellCare Health Plans Inc,Health Care,76.5,85.7,26,4.063,,0.58514
WCN,Waste Connections Inc.,Industrials,9.8,36.5,52.3,3.02793,0.8136,4.00705
WDC,Western Digital Corp,Information Technology,85.9,9.8,16.5,1.92916,2.53614,1.17726
WDR,Waddell & Reed Financial Inc.,Financials,87.1,55.4,14.5,1.94469,4.92611,1.45054
WEC,WEC Energy Group Inc,Utilities,46.3,47.8,22.7,2.38485,2.99324,2.90215
WEN,Wendy's Co,Consumer Discretionary,11.7,27.1,58.5,7.80768,1.88046,2.97923
WERN,Werner Enterprises Inc.,Industrials,47.2,73.4,32.8,2.62931,0.73298,1.33433
WES,Western Gas Partners Lp,Energy,47.9,8.2,36.2,1.87574,8.07675,3.30871
WETF,Wisdomtree Investments Inc,Financials,13.7,89.8,52.1,7.6343,2.78261,7.05862
WEX,WEX Inc,Information Technology,29.3,79,63.8,3.4009,,4.56276
WFC,Wells Fargo & Co,Financials,90.7,59.7,14.6,1.52684,2.76253,2.92504
WGO,Winnebago Industries Inc.,Consumer Discretionary,64.9,98.4,23.3,3.91627,0.73059,1.11749
WHR,Whirlpool Corp,Consumer Discretionary,80.6,23.4,15.7,2.55409,2.61019,0.58129
WIT,Wipro Ltd,Information Technology,32.5,11.3,18.7,3.02983,0.41568,3.06035
WLH,William Lyon Homes,Consumer Discretionary,97.4,88.8,19.3,1.29166,,0.57799
WLK,Westlake Chemical Corp,Materials,83.6,91.4,21.4,3.10727,0.85776,1.62712
WM,Waste Management Inc.,Industrials,35.3,48.1,26.3,6.76647,2.06687,2.52502
WMB,Williams Cos Inc. (The),Energy,29.6,22.7,51.4,2.95909,4.13081,2.93005
WMIH,WMIH Corp,Financials,39.5,0.8,3.6,0.80253,,24.21013
WMS,Advanced Drainage Systems Inc,Industrials,37.7,85.5,64.2,4.82887,1.18143,1.00907
WMT,Wal-Mart Stores Inc,Consumer Staples,82.3,88.9,25.9,3.79241,2.09812,0.59139
WNC,Wabash National Corp,Industrials,81.2,19.7,14.6,2.43649,1.19107,0.7128
WOR,Worthington Industries Inc.,Materials,78.2,5.4,14.5,2.69804,2.01923,0.833
WPG,Washington Prime Group Inc,Real Estate,96.5,6.3,8.2,1.48461,14.0647,1.67309
WPM,Wheaton Precious Metals Corp,Materials,19.8,28.4,45.2,1.82283,1.72414,10.73793
WR,Westar Energy Inc.,Utilities,50.7,61.8,23.5,2.06902,2.79671,3.14555
WRB,Berkley (W.R.) Corp,Financials,82.2,40.6,16.3,1.54988,0.81019,1.09921
WRE,Washington Real Estate Investment Trust,Real Estate,41,23.7,111,2.27069,3.71287,7.69413
WRI,Weingarten Realty Investors,Real Estate,72.3,34.9,20,2.63104,4.67375,6.98422
WRK,WestRock Co,Materials,88.6,56.8,22.4,1.53574,2.75597,1.05902
WSM,Williams-Sonoma Inc.,Consumer Discretionary,91.3,61.3,14.6,3.68708,3.04926,0.84816
WSR,Whitestone REIT,Real Estate,83.1,78.5,81.7,1.65687,7.71835,4.16339
WST,West Pharmaceutical Services Inc.,Health Care,7.5,71.8,39.4,5.63452,0.56039,4.7053
WTR,Aqua America Inc,Utilities,17.1,69.3,28.3,3.48261,2.1553,8.40111
WU,Western Union Co,Information Technology,34.8,38.6,42.7,12.74826,3.5551,1.69303
WUBA,58.com Inc,Information Technology,21.3,71.1,92.2,3.66336,,7.7018
WWE,World Wrestling Entertainment Inc.,Consumer Discretionary,20.4,93.6,62.4,8.72964,1.6848,2.78259
WWW,Wolverine World Wide Inc.,Consumer Discretionary,39.2,58.4,47.5,2.76509,0.82844,1.11844
WY,Weyerhaeuser Co,Real Estate,18,53.6,72,2.9456,3.61786,3.81481
WYN,Wyndham Worldwide Corp,Consumer Discretionary,52.5,65.9,19.9,18.23294,2.06424,2.02293
WYNN,Wynn Resorts Ltd,Consumer Discretionary,13.3,69.2,44,49.37442,1.26518,2.73395
X,United States Steel Corp,Materials,55.1,54.2,43,1.80256,0.69156,0.42906
XCRA,Xcerra Corp,Information Technology,53.2,30,13.3,1.61984,,1.2484
XEC,Cimarex Energy Co.,Energy,30.6,75.8,29.3,4.60469,0.2756,5.91117
XEL,Xcel Energy Inc.,Utilities,47.2,39.3,22,2.29083,2.79016,2.29755
XHR,Xenia Hotels & Resorts Inc,Real Estate,96.4,58.6,17.1,1.44129,5.00227,2.59175
XLNX,Xilinx Inc.,Information Technology,12.4,43.6,28.7,6.95077,2.0141,7.10325
XOM,Exxon Mobil Corp,Energy,67.5,55.5,27.2,1.93612,3.69792,1.57773
XPO,XPO Logistics Inc,Industrials,44.6,92.3,64.4,2.89264,,0.60456
XRX,Xerox Corp,Information Technology,85.6,12.9,13.8,1.40982,3.37154,0.7352
XYL,Xylem Inc,Industrials,14.9,62.3,40,5.05622,1.03836,2.75176
YELP,Yelp Inc,Information Technology,4.6,41,200.2,3.98371,,4.38559
YNDX,Yandex NV,Information Technology,2.3,59.1,98.3,7.60986,,6.95542
YPF,Ypf Sociedad Anonima Yacimientos Petroliferos Fisc,Energy,67.6,67.1,51.1,1.19103,0.49677,0.64928
YRD,Yirendai Ltd,Information Technology,22.3,36,12.3,6.34994,,3.40107
YUMC,Yum China Holdings Inc,Consumer Discretionary,50,73.5,27.5,5.46186,0.24492,2.27495
YY,YY Inc,Information Technology,30,96.7,17.4,4.43766,,3.90361
ZAGG,Zagg Inc,Consumer Discretionary,24.9,99.5,202,4.53218,,1.25116
ZAYO,Zayo Group Holdings Inc,Telecommunication Services,4.2,37.2,95.5,5.90858,,3.71664
ZBH,Zimmer Biomet Holdings Inc,Health Care,24.1,34.2,35.9,2.26809,0.81981,3.04218
ZBRA,Zebra Technologies Corp.,Information Technology,13,49.1,185.2,7.20888,,1.60673
ZION,Zions Bancorporation,Financials,67.8,68.4,18.9,1.37536,1.29162,3.75494
ZOES,Zoes Kitchen Inc,Consumer Discretionary,31,88.5,1574.5,2.34573,,1.02318
ZTO,ZTO Express (Cayman) Inc,Industrials,10.6,78,29.6,3.6964,,6.65701
ZTS,Zoetis Inc,Health Care,5.6,73.3,37.9,17.7302,0.58099,6.87995
ZUMZ,Zumiez Inc,Consumer Discretionary,93.4,99.8,19.6,1.68562,,0.62121
